,Emotion,Phase,sentiment
3665,sadness,"I was in a hopeless situation in a dirty place. No study, no  
work, only loneliness.",-0.3
3666,disgust,"It is very difficult to relate it to a certain event. I am  
familiar with the disgust of Sartre (la nausTe), a frequently  
occurring cause may be described as ""the self-assured dullness"".",0.009821428571428571
3667,shame,"Recently, I left my bag in the car of someone who picked me up  
while hitch-hiking. I spent some effort to find out where he  
lived (I succeeded).",-0.05
3668,guilt,"In Biarritz (the South of France) I met some English students  
who, especially for me, went to Paris and gave me food, while I  
didn't have any more money.",0.16666666666666666
3669,joy,"When I passed the driving test already on the first try, although  
I felt more and more uncertain as the day came near.",0.3375
3670,fear,"When my father suffered with dizziness. He had to be  
hospitalized, because the physician didn't know what was wrong.  
Because his stools were black, I thought it could be cancer.",-0.3333333333333333
3671,anger,"When I arranged our holiday in Paris, and my girlfriend raised  
criticisms all the time.",0.0
3672,sadness,"When it suddenly appeared that our dog was dangerously ill and  
probably would die. We had not expected this because he  
was always very healthy. Fortunately he survived because we, in turn,  
gave him medicines during the night.",0.12000000000000002
3673,disgust,"When a girl in my class (on the secondary school) appeased the  
teacher, resulting in getting a higher grade. This occurred often  
with her.",-0.024999999999999994
3674,shame,"When I arrived too late at a meeting of mentor (the night before  
the introduction of novices on the University start).",-0.3
3675,guilt,"When my father told me that I should help my mother more often,  
because she was so busy. And I realized that he was right.",0.29523809523809524
3676,joy,"Passing an examination, although I felt sure I had failed.",0.0
3677,fear,"I lived in a student-house, where you shared the lavatory and  
shower with a fellow student. the shower cubicle formed the  
connection between both appartments. My neighbour very often was  
drunk and aggressive. One night, I was afraid that he would enter  
my room.",-0.3
3678,anger,"I suffer from a disease of my muscles. Therefore, I am only able  
to attend lectures for half a day. So, sometimes I miss  
obligatory lectures. However, the teachers do not take into  
account my disease, and punish me with detention work, resulting in  
an overload.",0.11111111111111112
3679,sadness,"I suffer form a disease of my muscles. However, I cannot talk  
about it and my feelings, the consequence with my parents. They  
try to repress it.",0.0
3680,disgust,"Grandfather lives in a home for the elderly. He always looks  
forward to visits. On his birthday (by coincidence it was on  
""Mummy's day"") however, nobody went to see him. Is the own family  
more important than grandfather ?",0.5
3681,shame,"Going out for dinner, or during one ice-cream and four spoons.",0.0
3682,guilt,"I borrowed a piece of music of someone and I always forgot to  
give it back. That person wrote me a letter asking me to give it  
back. I did so and I told him an idle story why I kept it for so  
long.",-0.016666666666666666
3683,fear,When armed robbers broke into our house at night.,0.0
3684,anger,"When a pick-pocket robbed me of my money (K20) while I  was  
buying bathing soap.",0.0
3685,sadness,When I failed the grade seven examination.,-0.5
3686,disgust,"When my friend who was drunk insulted me in public for no reason at  
all.",-0.25
3687,shame,When I tried to steal a book from the bookshop and was caught.,0.0
3688,guilt,"When I was caught with another man's wife.  I had taken the  
opportuinty as this man was abroad but he returned that night.",0.0
3689,joy,The day I learnt that I had been admitted to the university.,0.0
3690,fear,"When I had gone for a boxing tournament which ended at 2 o'clock  
in the morning.  I was alone on my way back, and I could hear the  
barking of the dogs, the nocturnal animals and the sound of my      
own footsteps.  There had been a rumour  circulating that there  
were ghosts in that area.",0.3333333333333333
3691,anger,"In 1983 a sadist provoked my sister in my presence.  He tried  
to force my sister into accompanying him to his place, but my  
sister did not agree and so she was kicked and she fell down.   
There was a fight.",-0.15555555555555559
3692,sadness,"When my father passed away in 1978.  I was left alone with my  
mother who was very sick so I had to go and live with my aunt, who  
is very short tempered, till my mother was discharged from the  
hospital.",-0.19805194805194806
3693,disgust,When I learnt that my best friend had failed the exams.,0.25
3694,guilt,I broke my friend's badminton racket and she kept quiet about it.,0.0
3695,joy,"""Boy, you have been admitted to the medicine school and your  
uncle is coming back fron Canada next week,"" my father told me  
and it was a happy moment.",0.26666666666666666
3696,fear,"I was in form five at the boarding school and my friends and I  
had gone drinknig beer in the nearby village.  And we were caught  
red handed there by a form master.",0.0
3697,anger,When my mother quarrelled with my aunt over me.,0.0
3698,sadness,"My elder brother had been expelled from college and he was so  
frustated that he attempted suicide - he drank bottle fragments.   
I was very sad when I learnt this.",-0.65
3699,disgust,"I found out accidentaly that while my uncle was away in Canada, my  
aunt had been bedding a young man on a regular basis.",0.05
3700,shame,"It was during a school holiday - I was found necking a girl in my  
room by my father.",0.0
3701,guilt,"I was in grade seven and my class was planning a protest against  
a rude and immoral teacher.  I sneaked out and told the  
headmaster about it and so the plan was foiled.",-0.3
3702,joy,"I won the first prize at the science fair, the first of the kind  
at school and I was only in form II then.  ",0.36
3703,fear,"A close relative of mine died in a serious car accident.  I was  
one of the first two people to see the corpse and I had to do it.  
 Before going in to see it I was afraid as it was the first time  
that I was seeing a corpse.",-0.08666666666666667
3704,anger,"My younger brother destroyed and gave away some of the books that  
I had intended to keep for as long as possible.",-0.016666666666666666
3705,sadness,"When a close relative of mine passed away, it was the first time  
that someone so close to me had died.",0.125
3706,disgust,"A person whom I thought to be honest took and spend the little  
money that I had and I had no way of getting any money in the  
few following months.",0.05312499999999999
3707,shame,"While watching a religious film, I got very excited and made a  
number of comments which were reproached to me by an elderly  
person who respected me.",0.24375000000000002
3708,guilt,"I beat up a female friend after I heard the defamatory stories that  
she had been telling.  I was later called to explain my  
behaviour.",0.0
3709,joy,"My 21st birthday celebration, when I cut the cake and received  
the presents.",0.0
3710,fear,"Before one of my final exams of the third year - natural  
sciences.",0.03333333333333333
3711,anger,"When some seniors tried to scold and insult some juniors on  
account of what the juniors were supposed to have said at  
secondary school.",-0.3
3712,sadness,"When an uncle of mine, who was close to me, passed away after  
having had a stroke, before his first daughter could be named.",0.25
3713,disgust,When my sister's boyfriend accused her of having been sleeping around.,0.0
3714,shame,"When I could not hold my bladder while making a telephone call  
and ended up wetting myself.",0.0
3715,guilt,"When I was made to feel responsible for the emotional state a friend of  
mine was in.",0.1
3716,sadness,My fiancT left me for my best friend.,0.5
3717,disgust,People who discriminate other people disgust me.,-0.125
3718,shame,"On New Years eve I drank too much alcohol, so much that I had to  
vomit in the presence of other people.",0.1028409090909091
3719,guilt,"I have cut loose from my father a few years ago. I know he is  
very sad about this.",-0.308974358974359
3720,joy,A recurrent lovesickness.,0.0
3721,fear,I was sexually assaulted one night by a stranger.,0.5
3722,anger,"Meddlesomeness of my mother about the way I live. She thinks I am  
to free in my behavior for instance when a boyfriend stays the  
night.",0.2681818181818182
3723,sadness,The dying of a close member of the family.,0.0
3724,disgust,"Seeing maltreated, dead animals.",-0.2
3725,shame,"A much older man took advantage of me during my childhood (four  
to eight years of age).",0.16666666666666666
3726,guilt,"When my friend needed my help very much and I, at that moment, made  
an end to our relationship.",0.26
3727,joy,When I passed a very important exam.,0.52
3728,fear,"When a man rang the doorbell and wanted to enter the house with  
violence. I was alone at home that moment.",0.0
3729,anger,"A friend came to visit me late one night. He promised to stay  
only a quarter of an hour, but he stayed 5 hours !! He didn't  
leave and I was very angry.",-0.31666666666666665
3730,sadness,"I had to terminate a training because I wasn't suited for it. I  
was very sad about this, because I very much wanted to finish  
that training.",-0.195
3731,disgust,"During my birthday party a friend drank too much alcohol. So much  
that he had to throw up. Worst of all was that he couldn't leave  
my friend alone and that he was molesting her.",-0.19999999999999998
3732,shame,"I tried to swindle a jeweller because my watch was broken and I  
wanted to have it repaired it was a pity but they detected it.",-0.25
3733,guilt,"Someone had to do a lot of efforts to make something work. With  
my help he would have finished much sooner, but I wasn't in the  
mood to help him.",0.2
3734,joy,I went to visit friends and it was very companionable.,0.2
3735,fear,"I wanted to get in contact with a girl I loved, but I was afraid  
she would refuse me.",0.04999999999999999
3736,anger,"During military service a superior reproached me unjustly. This  
led to friction in a lot of situations.",0.3
3737,sadness,"Disappointed love. The girl made an end to our relationship while  
I thought she was in love with me.",0.08333333333333333
3738,disgust,"During military service I heard the story of someone who tried to  
commit suicide and as a result of this got a week custody.",-0.1
3739,shame,"I thought of myself as being clumsy when I made love for the  
first time with a girl.",0.15
3740,guilt,"A friend of mine had a bicycle-accident because I pulled at his  
handlebar.",0.0
3741,joy,"Sitting alone in a quiet room concentrating on things happening  
around me which pleases me.",0.0
3742,fear,"Sitting alone in a quiet room, concetrating on things happening  
around you. Thoughts come into my mind which make me afraid.",-0.3
3743,anger,"When a teacher tells a story which isn't true. It only reflects  
his way of interpreting reality.",0.175
3744,sadness,"I have high expectations for my future but if I pursue the  
subject in this manner I will not attain this.",-0.002222222222222218
3745,disgust,"I heard a broadcasting programme about parapsychology. The people  
in this programme used very difficult words which I couldn't  
understand. They acted exaggerated without showing any feeling.",-0.575
3746,shame,"A girl asked me why I didn't dance. I told her I was ashamed to  
dance. I felt myself ashamed having to tell her this.",0.0
3747,guilt,"I saved up money for a good purpose. As I also have to organise a  
party I am afraid there will rest only a little money for the  
good purpose I feel guilty about this.",0.01874999999999999
3748,joy,"My sister and brother in law returned from Sri Lanka where they  
adopted a child. I went to pick them up at the airport.",0.0
3749,fear,"During a football game I made an offence towards an acquaintance.  
Later on this acquaintance also tackeled me and the game became  
very rude.",-0.2975
3750,anger,"I work at a petrol station. When there is a foreigner who wants  
petrol my collegues treat him very impolite.",0.2
3751,sadness,"An uncle of mine who just retired, having worked hard all his  
life, got a cerebral hemorrhage.",-0.2916666666666667
3752,disgust,"A student who lives in the same house where I live is an alcoholic. He  
tries to manipulate other people with his money when he has drunk  
too much.",-0.09123376623376624
3753,shame,"When I went to a disco with a friend I started behaving badly  
embarrassing him without reason.",-0.6999999999999998
3754,guilt,"When I talked to another student about the notes she got last  
semester, not knowing that she got a lot of bad grades.",-0.3499999999999999
3755,joy,When I got my drivers licence.,0.0
3756,fear,"When I stayed alone in a house in Great Brittain and there was a  
lot of rumour in the newspaper about a murderer still being free.",0.6000000000000001
3757,anger,The stories about the way my grandmother treated my mother.,0.0
3758,sadness,When my mother was proved to suffer from a very serious disease.,-0.43333333333333335
3759,disgust,"The stories about my aunt who was beaten and humiliated by my  
uncle.",0.0
3760,shame,"I omitted to do a favor to a friend, while he was very much in  
need for help.",0.26
3761,guilt,When I had a little accident with my boss'car.,-0.1875
3762,joy,"Every year during carnival I am very joyful I have an intense  
feeling of happiness then.",0.3666666666666667
3763,fear,"The only event I can remember is having a nightmare when I was  
very young (3 years old) I dreamt about a machine which was going  
to crush me.",0.07666666666666667
3764,anger,"I am usually angry at myself. This happens often. For instace  
when I want to pet without falling in love and it soon proves  
that I have fallen in love with him.",0.2
3765,sadness,"Losing a boyfriend for the second time to my friend. He fell in  
love with her. The same thing happened a few months earlier with  
another boyfriend.",0.06
3766,disgust,"There is a person whom I disgust. Evrey time I see her I get this  
terrible feeling I disgust her whole appearance.",-0.4
3767,shame,"When I am angry at someone without a good reason. Later on it  
proves that he didn't do anything wrong.",-1.1102230246251566e-17
3768,guilt,"My mother always evokes feelings of guilt in me. For instance  
when I miss the last bus I know she will be concerned for me and  
stay awake till I arrive.",0.0
3769,joy,"When I came again in contact with a girl I liked very much. And  
most important she also liked me.",0.472
3770,anger,"After a hard day at the university I also had to make dinner that  
evening. It failed because of a frying pan which broke.",-0.39583333333333337
3771,sadness,When my father had a cerebral hemorrhage.,0.0
3772,disgust,"A story I heard recently about a baby dying after sexual  
abuse.",0.25
3773,shame,"During a party I overheard a conversation about china. When I  
wanted to give my opinion one of the people came out to be Chinese  
and his opinion was right of course.",0.14285714285714285
3774,guilt,"When I didn't bring my girlfriend home one night. Later she told  
me that a cardriver solicited her.",0.0
3775,joy,"When an old schoolfriend phoned me to arrange an appointment to  
talk about old memories. I hadn't seen him for 8 years.",0.1
3776,fear,"Standing in a crowed shop or in a closed room with too much  
people in it. This gives me a fearful experience.",-0.26666666666666666
3777,anger,"My older brother who gives me unwanted advices about problems in  
my relationship with my girlfriend.",0.16666666666666666
3778,sadness,"My girlfriend left the house in which we lived together a few  
months ago. This made me very sad.",-0.2833333333333334
3779,disgust,"When my parents behave very ""witty"" towards me, they make insipid  
jokes about which they laugh. Or my mother who treats me like a  
little child.",0.25416666666666665
3780,shame,"Making an unexpected talk with a professor in the canteen. This  
made me shy.",-0.2
3781,guilt,"Flirting with other girls while I already had a very good  
relationship. When there are problems in my relationship, the  
flirting increases as does the feeling of guilt.",0.39249999999999996
3782,joy,"Occurs frequently. A recent experience: when going out with many  
friends, nice music, after the examinations, I felt so happy I  
could have embraced everybody.",0.47500000000000003
3783,fear,"I lived alone in a repulsive area in the city of Rotterdam. I was  
annoyed, heard a lot of Burglary and assaults. Especially in the evening  
and the night I frequently felt anxious.",-0.1375
3784,anger,Being treated unfairly and being hurt by someone I love.,0.0
3785,sadness,"When I finished a relation after four years, leading to much  
sorrow for the other one and myself (""although it was the best  
solution"").",0.35833333333333334
3786,disgust,"Every time I meet a certain person. We cannot get on well  
together, we dislike each other.",0.04464285714285714
3787,shame,When coming up for trial because of shop lifting.,0.0
3788,guilt,Being catched when stealing.,0.0
3789,joy,"I fell over head and ears in love with someone who appeared to be  
in love with me. it made me so happy that I could hardly sleep  
and eat for one week.",0.3770833333333333
3790,fear,"One night I had to bike home all alone after a party. Then I  
found out that I was pursued by a man in a car.",0.0
3791,anger,"I had a quarrel with my father, because I was of the opinion that  
he decided in an authoritarian way which TV program we should  
watch. I became very angry and started throwing things through  
the room.",-0.65
3792,sadness,"My boyfriend finished our relationship when I started studying  
psychology in Nijegen, because then we would not be able to meet  
frequently anymore.",0.3
3793,disgust,"A friend had a quarrel with the mother of her boyfriend because  
she and her friend decided to go and live together. She needed  
money for removal, then she made a great effort to reconcile.",0.4681818181818182
3794,shame,"I was catched when, as a little girl, I played tricks. I was very  
startled then and wet my pants.",-0.029166666666666664
3795,guilt,"I was of the opinion that 12.00 pm was too early to be back at  
home after going out, so I stayed away longer, knowing that my  
mother would be worried.",0.05
3796,joy,I was called and invited to have a talk about a job I wanted to have.,0.0
3797,fear,"Once late at night (around midnight) a person asked me to give  
him a lift. He suddenly tried to attack me but I could escape.  
After this he followed me for a little while.",-0.1625
3798,anger,"There was a lot of irritation between me and a person who lives  
in the same house where I live. Suddenly it became too much for me and I  
accused him of several things.",0.06727272727272728
3799,sadness,"The end of a relationship (after 4 years) by doing this I hurt  
the other person very much.",0.0675
3800,disgust,"I saw a terrible accident in which the driver of a motor was  
thrown through the frontwindow of a car. His face was completely  
away.",-0.45
3801,shame,"I am troubled by hair growing in my neck. I was troubled by this  
for a long time and was much ashamed when someone brought his/her  
hands close to my face.",-0.21250000000000002
3802,guilt,"Against the will and without the approval of my parents I went  
for a few days to my boyfriend in Germany.",-0.2
3803,joy,When a friend of me came for an unexpected visit.,0.1
3804,fear,When I thought the house was on fire at night.,0.0
3805,anger,"When I was at an official meeting I asked a question to a person.  
His response was not directed at me but at the chairman.",0.0
3806,sadness,When the mother of a good friend of mine died.,0.7
3807,disgust,"A teacher was very blunt in his relation to a child so that the  
child was very upset when arriving at home.",0.2
3808,shame,I was very angry at someone.,-0.65
3809,guilt,That I didn't take the time to make an appointment with someone.,0.0
3810,joy,"After I saw my family and good friends back after staying one  
year in a foreign country. ",0.19166666666666665
3811,fear,"When a good friend of mine behaved in a very cool manner to me  
for a very long time.",0.3633333333333333
3812,anger,"I was in the library of medical psychology and walked into the  
wrong direction. A man who came out of a room threated me very  
denigrating and I became very angry in a resisting manner.",-0.2375
3813,sadness,"A good friend of mine died. During the funeral I felt an intense  
feeling of sadness.",0.44999999999999996
3814,disgust,"When an uncle of mine who is very ill started to cough wich  
sounded very dirty. (He can't help it of course).",-0.7150000000000001
3815,shame,"At Christmas night there was a good movie on television which I  
wanted to see for years. I was whining about it till someone told  
me it was very childish. Then I felt shame.",0.21999999999999997
3816,guilt,"A good friend of mine who is at the moment in a foreign country.  
I didn't write her for several months and now I feel guilty.",0.01874999999999999
3817,joy,"When I go out with my friend with enough money and good sense to  
our favorite dancing.",0.39999999999999997
3818,fear,When going out I am threatened regularly by two punk-girls.,0.0
3819,anger,A friend started to shout at me. He called me an old frump.,0.1
3820,sadness,"My relationship with a boyfriend was finished and I didn't  
succeed a years-course.",0.0
3821,disgust,"My father is someone I disgust. So when he comes close to me  
a feeling of disgust overwhelms me. When I stay a week-end at my  
parent's place I will remember it for long time.",-0.05
3822,shame,"After a party in which I made love with a boy in public. Later on  
I heard that others were talking about me and called me a slut.",0.16666666666666666
3823,guilt,"When I got associated with a boy one year ago, I neglected my  
best friend. When the relation with this boy finished she behaved  
very easy-going towards me. I felt guilty then.",0.2333333333333333
3824,joy,"When I made the winning goal during a very important football  
game.",0.20666666666666667
3825,fear,"A terrible cloud-burst started when we were camping in a tent on  
a great bald field.",-0.09999999999999998
3826,anger,"Seeing for the first time pictures about the so called  
""treatment"" of Jewish people in Nazi-Germany during World War II.",0.125
3827,sadness,"The death of my mother-in-law after a long sick-bed. at the  
moment of dying I was with her.",-0.05
3828,disgust,"I was looking at a one-man show on television. He told very  
disgusting things so that I started to be disgusted with it.  
(Later on it proved that this was his intention).",-0.6666666666666666
3829,shame,"I was drinking a glass of wine and eating something when there  
suddenly appeared pictures about the famine in some parts of  
Africa.",0.0
3830,guilt,"When I don't go to my parents on Sunday and phone them to tell  
them that I have to study. The truth is that I listened to sports  
on the radio.",0.0
3831,joy,"When it appeared that I was not pregnant when I was several weeks  
overtime.",-0.08333333333333333
3832,fear,"The same situation as with sadness. I was afraid about what my  
parents would further do to distroy my relationship.",-0.19999999999999998
3833,anger,Once again my parents distroyed a relationship.,0.0
3834,sadness,"I had this feeling when my parents distroyed a relationship with  
a boy because they thought he was bad and irresponsible.",-0.6999999999999998
3835,disgust,"After the accident which I described in SHAME. I came to myself  
and saw how terrible everything looked like. I disgusted myself  
and everything I saw.",-1.0
3836,sadness,A sudden end to the relationship with my first girlfriend.,0.125
3837,disgust,"I heard part of a conversation in which one talked very low about  
women.",0.0
3838,shame,"In an important situation for me, my father behaved inadequately.",0.4
3839,guilt,When I took the car of someone without saying it to him.,0.0
3840,joy,"I felt joy when I heard that I was accepted for the Free  
University in Driebergen.",0.6000000000000001
3841,fear,"When a good friend of me told me one evening that she didn't want  
to live anymore.",0.41818181818181815
3842,anger,"I felt anger when at the end of a telephone call, a good friend  
told me that she would go to travel next year with another good  
friend. We couldn't talk this out.",0.175
3843,sadness,"I was very sad when I had to leave persons with whom I had a very  
intense relationship I also had to leave the environment which  
was part of this.",-0.195
3844,disgust,"I felt disgust after watching a picture on television about  
torturing political prisoners in India (this happened in the  
India of Indira Ghandi).",0.0
3845,shame,"I made a very insulting remark against a person whom I care for  
very much. This event was caused by a third person who didn't  
like the person I insulted.",-0.24666666666666667
3846,guilt,"I felt guilt towards my mother when I went to live on rooms in  
Nijmegen where I study.",0.13636363636363635
3847,joy,"When my boyfriend and I went out for a dinner and subsequently  
went to his family. We had a very nice evening.",0.39
3848,fear,"When I walk through streets late at night. This is because I and  
my friends were attacked one night without any reason for it.",-0.3
3849,anger,"When I got the feeling that I had to do all the housekeeping  
while my boyfriend didn't do anything. This happened in a period  
of exams when I had to study very hard.",-0.3791666666666667
3850,sadness,"When my best friend got a boyfriend. Because of this a  
relationship of ten years was finished abruptely.",0.5
3851,disgust,"I feel disgust when hearing or seeing other people being treated  
inhumanely. For example torturing in chili.",-0.5125
3852,shame,"In my opinion guilt is a feeling which goes together with shame.  
Here then I refer to the situation of guilt.",0.0
3853,guilt,"When I became angry at my boyfriend without any reason. I know he  
cannot bear me being angry at him and that he can't study anymore  
then.",-0.5
3854,joy,The day I heard that I passed the high school exam.,0.16
3855,fear,"I was living in rooms in a very lonely, quiet neigbourhood.  
During the night it was very silent and this frightened me. The  
fact of being alone in that house frightened me.",-0.04333333333333333
3856,anger,"We had to move to a very different city because the company where  
my father worked also moved to that place. It was very difficult  
for me to make new friends than.",-0.17121212121212123
3857,sadness,"A very close friend of mine died. I read it in the newspaper. I  
didn't know what to do and thought about it the whole day.",0.2
3858,disgust,"A girl who also hires a room in the house where I live always  
tries to make a quarrel with everyone available she disgusts me.",0.14545454545454548
3859,shame,"A teacher spent a lot of time helping me without wanting to be  
paid for it. For the exam I didn't got a good grade and I felt  
ashamed.",0.3
3860,guilt,"I knew I had to take an exam very soon but yet I couldn't start  
studying. I also knew it was very imprtant to succeed the exam  
this time.",0.2
3861,joy,"When Christmas holiday started, I felt very joyful when I  
finished my last exam.",0.1
3862,fear,"I was raped once when I went through a dark alley at the back of  
our house. The man pushed me in the bushes. I fought back and  
succeeded to escape.",-0.049999999999999996
3863,anger,"I was very angry at my father when he didn't give me as much  
money as my brother to use for studying. Once again my brother  
was better off then me.",0.016666666666666663
3864,sadness,"When my gradmother died.  I felt very sad then ... The feeling  
started to be worse after a while.",-0.525
3865,disgust,When I ate a rotten apple.,0.0
3866,shame,"When I didn't meet an appointment I had made. The person phoned  
me but I thought of something (I told I was ill) so that I didn't  
have to go.",-0.5
3867,guilt,"When I have to take exams I am very excited and have not much  
time for the housekeeping. Then my friend has to do everything.",0.19375000000000003
3868,joy,"My boyfriend was playing with my cat. He was playing games with her  
and telling nice things to her. ",0.6
3869,fear,"When I slept for the first time all alone in the house where I  
live now. A man phoned me at 2.00 am. He wanted something from  
me. I was afraid.",-0.07121212121212121
3870,anger,"My boyfriend told me that I had very high demands towards him. In  
my opinion this was wrong.",-0.146
3871,sadness,"I hadn't been at my parent's place for a long time. When I went to  
visit them I had high expectations, but when I was there it was  
very different from what I expected.",0.0024999999999999988
3872,disgust,"I read a story in the newspaper about butchers treating their  
animals very badly. They disgusted me.",-0.9549999999999998
3873,shame,"I was eating in a very nice restaurant, when the servant asked  
whether I liked the food I told him that I liked it but that  
there was one thing which wasn't so good. The servant than worked  
very hard to make it good.",0.5001388888888888
3874,guilt,"A few weeks ago I thought about an exam I had to take soon. I  
remembered this just before I had to go to sleep. I felt guilt  
because at the beginning of the year I planned to succeed.",-0.2
3875,joy,"During my high school time I succeeded to play a concert of  
Mozart on the piano when I gave my first performance I succeeded  
to play it very well.",0.20333333333333337
3876,fear,"When a car ran into me. The moment that I felt on the street I  
thought ""This is my end, I am going to die"".",0.0
3877,anger,"When our cat was killed in a car-accident I was very angry at the  
driver of the car because he didn't take enough care.",-0.2833333333333334
3878,sadness,"There is a boy who I love very much. I asked him to have dinner  
with me, but he refused I don't know why he didn't go with me,  
but I felt very lonely.",0.21
3879,disgust,I saw a dog who was eating excrements.,0.0
3880,shame,"During my Highschool time I was chairman of the student's  
comitee. In this function I once had to make a speech to a large  
audience and I was very nervous. After three sentences I forgot  
my text.",0.20714285714285713
3881,guilt,"During a holiday in East-Germany I got aquainted with a boy who  
lived there. We started writing, but I only wrote once. I felt  
ashamed because I probably was one of his sparse contacts with  
western Europe.",0.0
3882,joy,"When I saw a good friend again after not having seen her for a  
long time.",0.32499999999999996
3883,fear,"When I slipped on a glazed frost road and a car almost ran into  
me.",0.0
3884,anger,"When people without my permission pry in my belongings and take  
things out of it.",0.0
3885,sadness,"When I noticed that my parents were not in such a prosperity as  
most people in my surroundings.",0.25
3886,disgust,Seeing a pornographic movie in which animals were used.,0.0
3887,shame,When I went for the first time in my life to a nudist-beach.,0.25
3888,guilt,I was caught sneaking sweets.,0.0
3889,joy,"When I went to visit a friend in the hospital. She had to undergo  
an operation for rupture. I was glad to hear that the operation  
succeeded and that she was relieved of her pain.",0.5
3890,fear,"I had an appointment with a good friend. He came 3 hours later  
than we agreed upon. During the last hour of waiting I was afraid  
something might had happened, because usally he is in time.",0.024999999999999994
3891,anger,"I worked together with another student on a computer-assignment.  
She didn't do her best and didn't prepare herself for it. She  
expected me to explain it to her.",0.45
3892,sadness,"I had a quarrel with a good friend about the fact that I didn't  
pay her a visit when she expected me to come. Hereafter I was  
very sad because it became a real quarrel.",0.03749999999999999
3893,disgust,"I was hitch-hiking when a man stopped and gave me a lift to  
Nijmegen. During the ride he asked me whether I was in for fun.  
The man was fat and tatooed.",0.3
3894,shame,I forgot something I agreed upon with a good friend.,0.7
3895,guilt,"I became very angry with my friend because he didn't do shopping,  
while we agreed on him doing this. My being angry was proved to be  
without reason and I felt guilty about it.",-0.5499999999999999
3896,joy,"When I got the positive result of my examination to achieve the  
Bachelor Degree in Plychology.",0.22727272727272727
3897,fear,"When I was 12 years old I frequently was pursued by others and  
got sound thrashes.",0.20000000000000004
3898,anger,"My girlfriend one day went out and promised to be back at 6.00 pm  
however she first arrived at 10.00 pm, without a message (we had  
to go out that evening).",0.125
3899,sadness,When my girlfriend decided to finish our relation.,0.0
3900,disgust,"When once again I drank too much and felt very rotten the morning  
after.",0.2
3901,shame,"When I overslept for the second time on the day I had an  
examination.",0.0
3902,guilt,"When having a relationship, I made love with another girl.",0.5
3903,joy,When the girl with whom I am in love smiles at me.,0.5
3904,fear,"When biking and I felt very bad (problems with heart and  
respiration).",-0.9099999999999998
3905,anger,"When a discussion resulted in an insult, which in my opinion, was  
not justified.",-0.2
3906,sadness,"When I realized that it did not make much sense to start a  
relationship with a girl who was not very constructive to  
establish a firm relationship.",-0.03333333333333333
3907,disgust,When I had to finish those big amounts of homework in time.,0.0
3908,shame,"When I gave water to the plants of a friend. Then one plant fell  
over, and a little statue broke. I, of course, had to tell him  
everything.",-0.1875
3909,guilt,"When I had broken a piece of glass of the refrigerator by putting  
a hot pan in it.",-0.07500000000000001
3910,joy,On my birthday when several good friends came to visit me.,0.35
3911,fear,"I went to the apartment of my boyfriend and saw some people  
before his door. I thought that something had happened.",0.0
3912,anger,"My father called me (behind my mother's back) and told me that my  
mother disapproved my behavior in the weekend. However, he didn't  
tell me the details and left me with unanswered questions.",-0.125
3913,sadness,"I felt very lonely, was very dissatisfied with myself when I  
realised that I could feel very jealous of other women because  
of my boyfriend.",0.036250000000000004
3914,disgust,"A scene in a film in which one man repressed another one. By  
concidence, their position was reversed. The other man was  
repressed in an identical way as he did before.",-0.125
3915,shame,"When I do not succeed in making myself clear to other people.  
When they do not understand what I say.",-0.01249999999999999
3916,guilt,After the death of a girl who I disliked.,-0.2
3917,joy,"I felt joyful when my boyfriend met me at the station, while at  
first he had said that he would not do that.",0.25
3918,fear,"I was very startled when, at night at 2.00 am, a boy approached  
me and yelled ""I fuck you"", then however he stopped and laughed at  
me.",0.16666666666666666
3919,anger,"When someone does not listen to me after having asked me to  
repeat what I said. This happened more than one time with the  
same person.",0.25
3920,sadness,I felt very sad when I heard that a friend had committed suicide.,-0.65
3921,disgust,"One night I saw a man being knocked down by two other men. The  
victim was kicked against his head.",-0.11851851851851852
3922,shame,"When I made acquaintance with the parents of my boyfriend for the  
first time. They spoke Limburgian (a dutch dialect) and one of my  
first remarks was that I disliked Limburgian dialect.",0.09999999999999999
3923,guilt,"When I cancelled an appointment with an idle story. Afterwards  
it appeared that the person had looked forward to it and reserved  
time for it.",0.0
3924,joy,"For a few days I felt very miserable, distressed and listless,  
with crying fits. When this was over I felt very happy, although  
there was no special reason.",-0.1157142857142857
3925,fear,"I was testing my new roller skates in the street, suddenly a dog  
ran barking in my direction, very threatening. I was very  
startled and terribly upset.",-0.09272727272727273
3926,anger,"Out on a weekend with a group of people, everybody felt irritated  
because at night the music didn't stop in time. And at breakfast  
my boyfriend ran away because we didn't agree with him. I felt  
angry.",-0.5
3927,sadness,"Recently I felt very sad without any reason. It lasted for a few  
days. There was nothing I liked in that period.",-0.06250000000000003
3928,disgust,"Someone told me a story of Amnesty International: a boy was  
killed and his head was put in the litter of his girlfriend. It  
looked as if she was pregnant, then she died. It is disgusting, I  
can hardly write it down.",-0.21898148148148153
3929,shame,"I cried for 3 hours because I felt very miserable. Then I called  
my boyfriend and he said lovely things to me. After this feeling  
disappeared I felt ashamed.",-0.25
3930,guilt,"Yesterday my boyfriend and I wanted to play billiards. However  
there were boys playing (5 times). My boyfriend then is fed up  
and chagrined. In such case I think it is my fault.",0.0
3931,joy,"When my boyfriend and I experience something nice or when we have  
made a nice walk together.",0.6
